Product,duration,day,month,year,start_time,end_time,event_hours,block_cat
CBP 1-4 DA,1,30,8,2013,16,17,[16],1
CBP 1-4 DA,1,30,8,2013,16,17,[16],5
CBP 1-4 DA,1,30,8,2013,16,17,[16],6
CBP 1-4 DA,3,4,9,2013,14,17,"[14, 15, 16]",1
CBP 1-4 DA,3,4,9,2013,14,17,"[14, 15, 16]",5
CBP 1-4 DA,3,4,9,2013,14,17,"[14, 15, 16]",6
CBP 2-6 DA,3,4,9,2013,14,17,"[14, 15, 16]",4
CBP 2-6 DA,3,4,9,2013,14,17,"[14, 15, 16]",5
CBP 2-6 DA,3,4,9,2013,14,17,"[14, 15, 16]",6
CBP 1-4 DA,1,5,9,2013,16,17,[16],1
CBP 1-4 DA,1,5,9,2013,16,17,[16],5
CBP 1-4 DA,1,5,9,2013,16,17,[16],6
CBP 1-4 DA,4,6,9,2013,13,17,"[13, 14, 15, 16]",1
CBP 1-4 DA,4,6,9,2013,13,17,"[13, 14, 15, 16]",5
CBP 1-4 DA,4,6,9,2013,13,17,"[13, 14, 15, 16]",6
CBP 2-6 DA,5,6,9,2013,13,18,"[13, 14, 15, 16, 17]",4
CBP 2-6 DA,5,6,9,2013,13,18,"[13, 14, 15, 16, 17]",5
CBP 2-6 DA,5,6,9,2013,13,18,"[13, 14, 15, 16, 17]",6
CBP 4-8 DA,5,6,9,2013,13,18,"[13, 14, 15, 16, 17]",5
CBP 4-8 DA,5,6,9,2013,13,18,"[13, 14, 15, 16, 17]",6
CBP 1-4 DA,3,9,9,2013,14,17,"[14, 15, 16]",1
CBP 1-4 DA,3,9,9,2013,14,17,"[14, 15, 16]",5
CBP 1-4 DA,3,9,9,2013,14,17,"[14, 15, 16]",6
CBP 2-6 DA,3,9,9,2013,14,17,"[14, 15, 16]",4
CBP 2-6 DA,3,9,9,2013,14,17,"[14, 15, 16]",5
CBP 2-6 DA,3,9,9,2013,14,17,"[14, 15, 16]",6
CBP 1-4 DA,2,9,12,2013,17,19,"[17, 18]",1
CBP 1-4 DA,2,9,12,2013,17,19,"[17, 18]",2
CBP 1-4 DA,2,9,12,2013,17,19,"[17, 18]",3
CBP 1-4 DA,2,9,12,2013,17,19,"[17, 18]",4
CBP 1-4 DA,2,9,12,2013,17,19,"[17, 18]",5
CBP 1-4 DA,2,9,12,2013,17,19,"[17, 18]",6
CBP 2-6 DA,2,9,12,2013,17,19,"[17, 18]",4
CBP 2-6 DA,2,9,12,2013,17,19,"[17, 18]",5
CBP 1-4 DO,4,6,2,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,6,2,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,6,2,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,6,2,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,6,2,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,6,2,2014,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DO,4,6,2,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DA,1,6,2,2014,18,19,[18],1
CBP 1-4 DA,1,6,2,2014,18,19,[18],2
CBP 1-4 DA,1,6,2,2014,18,19,[18],3
CBP 1-4 DA,1,6,2,2014,18,19,[18],4
CBP 1-4 DA,1,6,2,2014,18,19,[18],5
CBP 1-4 DA,1,6,2,2014,18,19,[18],6
CBP 1-4 DA,3,15,5,2014,15,18,"[15, 16, 17]",1
CBP 1-4 DA,3,15,5,2014,15,18,"[15, 16, 17]",2
CBP 1-4 DA,3,15,5,2014,15,18,"[15, 16, 17]",3
CBP 1-4 DA,3,15,5,2014,15,18,"[15, 16, 17]",4
CBP 1-4 DA,3,15,5,2014,15,18,"[15, 16, 17]",5
CBP 1-4 DA,3,15,5,2014,15,18,"[15, 16, 17]",6
CBP 1-4 DO,2,3,7,2014,15,17,"[15, 16]",1
CBP 1-4 DO,2,3,7,2014,15,17,"[15, 16]",2
CBP 1-4 DO,2,3,7,2014,15,17,"[15, 16]",3
CBP 1-4 DO,2,3,7,2014,15,17,"[15, 16]",4
CBP 1-4 DO,2,3,7,2014,15,17,"[15, 16]",5
CBP 1-4 DO,2,3,7,2014,15,17,"[15, 16]",6
CBP 1-4 DA,1,7,7,2014,15,16,[15],1
CBP 1-4 DA,1,7,7,2014,15,16,[15],2
CBP 1-4 DA,1,7,7,2014,15,16,[15],3
CBP 1-4 DA,1,7,7,2014,15,16,[15],4
CBP 1-4 DA,1,7,7,2014,15,16,[15],5
CBP 1-4 DA,1,7,7,2014,15,16,[15],6
CBP 1-4 DA,4,14,7,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DA,4,14,7,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DA,4,14,7,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DA,4,14,7,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DA,4,14,7,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DA,4,14,7,2014,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DA,1,15,7,2014,17,18,[17],1
CBP 1-4 DA,1,15,7,2014,17,18,[17],2
CBP 1-4 DA,1,15,7,2014,17,18,[17],3
CBP 1-4 DA,1,15,7,2014,17,18,[17],4
CBP 1-4 DA,1,15,7,2014,17,18,[17],5
CBP 1-4 DA,1,15,7,2014,17,18,[17],6
CBP 1-4 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",1
CBP 2-6 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",2
CBP 2-6 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",3
CBP 2-6 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",4
CBP 2-6 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",5
CBP 2-6 DO,4,30,7,2014,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DO,5,31,7,2014,14,19,"[14, 15, 16, 17, 18]",1
CBP 2-6 DO,5,31,7,2014,14,19,"[14, 15, 16, 17, 18]",2
CBP 2-6 DO,5,31,7,2014,14,19,"[14, 15, 16, 17, 18]",3
CBP 2-6 DO,5,31,7,2014,14,19,"[14, 15, 16, 17, 18]",4
CBP 2-6 DO,5,31,7,2014,14,19,"[14, 15, 16, 17, 18]",5
CBP 2-6 DO,5,31,7,2014,14,19,"[14, 15, 16, 17, 18]",6
CBP 1-4 DO,4,31,7,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,31,7,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,31,7,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,31,7,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,31,7,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,31,7,2014,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DA,1,1,8,2014,17,18,[17],1
CBP 1-4 DA,1,1,8,2014,17,18,[17],2
CBP 1-4 DA,1,1,8,2014,17,18,[17],3
CBP 1-4 DA,1,1,8,2014,17,18,[17],4
CBP 1-4 DA,1,1,8,2014,17,18,[17],6
CBP 1-4 DO,4,11,8,2014,14,18,"[14, 15, 16, 17]",1
CBP 1-4 DO,4,11,8,2014,14,18,"[14, 15, 16, 17]",2
CBP 1-4 DO,4,11,8,2014,14,18,"[14, 15, 16, 17]",3
CBP 1-4 DO,4,11,8,2014,14,18,"[14, 15, 16, 17]",4
CBP 1-4 DO,4,11,8,2014,14,18,"[14, 15, 16, 17]",5
CBP 1-4 DO,4,11,8,2014,14,18,"[14, 15, 16, 17]",6
CBP 2-6 DO,5,11,8,2014,14,19,"[14, 15, 16, 17, 18]",1
CBP 2-6 DO,5,11,8,2014,14,19,"[14, 15, 16, 17, 18]",2
CBP 2-6 DO,5,11,8,2014,14,19,"[14, 15, 16, 17, 18]",3
CBP 2-6 DO,5,11,8,2014,14,19,"[14, 15, 16, 17, 18]",4
CBP 2-6 DO,5,11,8,2014,14,19,"[14, 15, 16, 17, 18]",5
CBP 2-6 DO,5,11,8,2014,14,19,"[14, 15, 16, 17, 18]",6
CBP 1-4 DO,3,14,8,2014,16,19,"[16, 17, 18]",1
CBP 1-4 DO,3,14,8,2014,16,19,"[16, 17, 18]",2
CBP 1-4 DO,3,14,8,2014,16,19,"[16, 17, 18]",3
CBP 1-4 DO,3,14,8,2014,16,19,"[16, 17, 18]",4
CBP 1-4 DO,3,14,8,2014,16,19,"[16, 17, 18]",5
CBP 1-4 DO,3,14,8,2014,16,19,"[16, 17, 18]",6
CBP 2-6 DO,3,14,8,2014,16,19,"[16, 17, 18]",1
CBP 2-6 DO,3,14,8,2014,16,19,"[16, 17, 18]",2
CBP 2-6 DO,3,14,8,2014,16,19,"[16, 17, 18]",3
CBP 2-6 DO,3,14,8,2014,16,19,"[16, 17, 18]",4
CBP 2-6 DO,3,14,8,2014,16,19,"[16, 17, 18]",5
CBP 2-6 DO,3,14,8,2014,16,19,"[16, 17, 18]",6
CBP 1-4 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",1
CBP 2-6 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",2
CBP 2-6 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",3
CBP 2-6 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",4
CBP 2-6 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",5
CBP 2-6 DO,4,28,8,2014,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DO,3,10,9,2014,16,19,"[16, 17, 18]",1
CBP 1-4 DO,3,10,9,2014,16,19,"[16, 17, 18]",2
CBP 1-4 DO,3,10,9,2014,16,19,"[16, 17, 18]",3
CBP 1-4 DO,3,10,9,2014,16,19,"[16, 17, 18]",4
CBP 1-4 DO,3,10,9,2014,16,19,"[16, 17, 18]",5
CBP 1-4 DO,3,10,9,2014,16,19,"[16, 17, 18]",6
CBP 2-6 DO,3,10,9,2014,16,19,"[16, 17, 18]",1
CBP 2-6 DO,3,10,9,2014,16,19,"[16, 17, 18]",2
CBP 2-6 DO,3,10,9,2014,16,19,"[16, 17, 18]",3
CBP 2-6 DO,3,10,9,2014,16,19,"[16, 17, 18]",4
CBP 2-6 DO,3,10,9,2014,16,19,"[16, 17, 18]",5
CBP 2-6 DO,3,10,9,2014,16,19,"[16, 17, 18]",6
CBP 2-6 DO,5,11,9,2014,14,19,"[14, 15, 16, 17, 18]",1
CBP 2-6 DO,5,11,9,2014,14,19,"[14, 15, 16, 17, 18]",2
CBP 2-6 DO,5,11,9,2014,14,19,"[14, 15, 16, 17, 18]",3
CBP 2-6 DO,5,11,9,2014,14,19,"[14, 15, 16, 17, 18]",4
CBP 2-6 DO,5,11,9,2014,14,19,"[14, 15, 16, 17, 18]",5
CBP 2-6 DO,5,11,9,2014,14,19,"[14, 15, 16, 17, 18]",6
CBP 1-4 DO,4,11,9,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,11,9,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,11,9,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,11,9,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,11,9,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,11,9,2014,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DO,6,12,9,2014,12,18,"[12, 13, 14, 15, 16, 17]",1
CBP 2-6 DO,6,12,9,2014,12,18,"[12, 13, 14, 15, 16, 17]",2
CBP 2-6 DO,6,12,9,2014,12,18,"[12, 13, 14, 15, 16, 17]",3
CBP 2-6 DO,6,12,9,2014,12,18,"[12, 13, 14, 15, 16, 17]",4
CBP 2-6 DO,6,12,9,2014,12,18,"[12, 13, 14, 15, 16, 17]",5
CBP 2-6 DO,6,12,9,2014,12,18,"[12, 13, 14, 15, 16, 17]",6
CBP 1-4 DO,4,12,9,2014,13,17,"[13, 14, 15, 16]",1
CBP 1-4 DO,4,12,9,2014,13,17,"[13, 14, 15, 16]",2
CBP 1-4 DO,4,12,9,2014,13,17,"[13, 14, 15, 16]",3
CBP 1-4 DO,4,12,9,2014,13,17,"[13, 14, 15, 16]",4
CBP 1-4 DO,4,12,9,2014,13,17,"[13, 14, 15, 16]",5
CBP 1-4 DO,4,12,9,2014,13,17,"[13, 14, 15, 16]",6
CBP 1-4 DA,4,15,9,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DA,4,15,9,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DA,4,15,9,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DA,4,15,9,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DA,4,15,9,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DA,4,15,9,2014,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DA,4,15,9,2014,15,19,"[15, 16, 17, 18]",5
CBP 2-6 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",1
CBP 2-6 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",2
CBP 2-6 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",3
CBP 2-6 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",4
CBP 2-6 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",5
CBP 2-6 DO,4,15,9,2014,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DO,5,16,9,2014,14,19,"[14, 15, 16, 17, 18]",1
CBP 2-6 DO,5,16,9,2014,14,19,"[14, 15, 16, 17, 18]",2
CBP 2-6 DO,5,16,9,2014,14,19,"[14, 15, 16, 17, 18]",3
CBP 2-6 DO,5,16,9,2014,14,19,"[14, 15, 16, 17, 18]",4
CBP 2-6 DO,5,16,9,2014,14,19,"[14, 15, 16, 17, 18]",5
CBP 2-6 DO,5,16,9,2014,14,19,"[14, 15, 16, 17, 18]",6
CBP 1-4 DA,4,16,9,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DA,4,16,9,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DA,4,16,9,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DA,4,16,9,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DA,4,16,9,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DA,4,16,9,2014,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DO,4,16,9,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,16,9,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,16,9,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,16,9,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,16,9,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,16,9,2014,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DA,4,16,9,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DA,3,17,9,2014,15,18,"[15, 16, 17]",1
CBP 1-4 DA,3,17,9,2014,15,18,"[15, 16, 17]",2
CBP 1-4 DA,3,17,9,2014,15,18,"[15, 16, 17]",3
CBP 1-4 DA,3,17,9,2014,15,18,"[15, 16, 17]",4
CBP 1-4 DA,3,17,9,2014,15,18,"[15, 16, 17]",5
CBP 1-4 DA,3,17,9,2014,15,18,"[15, 16, 17]",6
CBP 2-6 DA,3,17,9,2014,15,18,"[15, 16, 17]",5
CBP 1-4 DA,2,3,10,2014,17,19,"[17, 18]",1
CBP 1-4 DA,2,3,10,2014,17,19,"[17, 18]",2
CBP 1-4 DA,2,3,10,2014,17,19,"[17, 18]",3
CBP 1-4 DA,2,3,10,2014,17,19,"[17, 18]",4
CBP 1-4 DA,2,3,10,2014,17,19,"[17, 18]",5
CBP 1-4 DA,2,3,10,2014,17,19,"[17, 18]",6
CBP 2-6 DA,2,3,10,2014,17,19,"[17, 18]",5
CBP 2-6 DO,5,6,10,2014,14,19,"[14, 15, 16, 17, 18]",1
CBP 2-6 DO,5,6,10,2014,14,19,"[14, 15, 16, 17, 18]",2
CBP 2-6 DO,5,6,10,2014,14,19,"[14, 15, 16, 17, 18]",3
CBP 2-6 DO,5,6,10,2014,14,19,"[14, 15, 16, 17, 18]",4
CBP 2-6 DO,5,6,10,2014,14,19,"[14, 15, 16, 17, 18]",5
CBP 2-6 DO,5,6,10,2014,14,19,"[14, 15, 16, 17, 18]",6
CBP 1-4 DO,4,6,10,2014,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,6,10,2014,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,6,10,2014,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,6,10,2014,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,6,10,2014,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,6,10,2014,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DA,3,6,10,2014,16,19,"[16, 17, 18]",1
CBP 1-4 DA,3,6,10,2014,16,19,"[16, 17, 18]",2
CBP 1-4 DA,3,6,10,2014,16,19,"[16, 17, 18]",3
CBP 1-4 DA,3,6,10,2014,16,19,"[16, 17, 18]",4
CBP 1-4 DA,3,6,10,2014,16,19,"[16, 17, 18]",5
CBP 1-4 DA,3,6,10,2014,16,19,"[16, 17, 18]",6
CBP 2-6 DA,3,6,10,2014,16,19,"[16, 17, 18]",5
CBP 2-6 DO,5,7,10,2014,14,19,"[14, 15, 16, 17, 18]",1
CBP 2-6 DO,5,7,10,2014,14,19,"[14, 15, 16, 17, 18]",2
CBP 2-6 DO,5,7,10,2014,14,19,"[14, 15, 16, 17, 18]",3
CBP 2-6 DO,5,7,10,2014,14,19,"[14, 15, 16, 17, 18]",4
CBP 2-6 DO,5,7,10,2014,14,19,"[14, 15, 16, 17, 18]",5
CBP 2-6 DO,5,7,10,2014,14,19,"[14, 15, 16, 17, 18]",6
CBP 1-4 DO,4,7,10,2014,15,19,"[15, 16, 17, 18]",1
