Product,duration,day,month,year,start_time,end_time,event_hours,block_cat
CBP 2-6 DO,2,9,10,2015,17,19,"[17, 18]",2
CBP 2-6 DO,2,9,10,2015,17,19,"[17, 18]",3
CBP 1-4 DO,4,12,10,2015,15,19,"[15, 16, 17, 18]",4
CBP 2-6 DO,4,12,10,2015,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,3,12,10,2015,16,19,"[16, 17, 18]",1
CBP 1-4 DO,3,12,10,2015,16,19,"[16, 17, 18]",2
CBP 1-4 DO,3,12,10,2015,16,19,"[16, 17, 18]",3
CBP 1-4 DO,3,12,10,2015,16,19,"[16, 17, 18]",5
CBP 1-4 DO,3,12,10,2015,16,19,"[16, 17, 18]",6
CBP 2-6 DO,3,12,10,2015,16,19,"[16, 17, 18]",1
CBP 2-6 DO,3,12,10,2015,16,19,"[16, 17, 18]",2
CBP 2-6 DO,3,12,10,2015,16,19,"[16, 17, 18]",3
CBP 2-6 DO,3,12,10,2015,16,19,"[16, 17, 18]",5
CBP 2-6 DO,3,12,10,2015,16,19,"[16, 17, 18]",6
CBP 1-4 DA,1,12,10,2015,18,19,[18],1
CBP 1-4 DA,1,12,10,2015,18,19,[18],2
CBP 1-4 DA,1,12,10,2015,18,19,[18],3
CBP 1-4 DA,1,12,10,2015,18,19,[18],4
CBP 1-4 DA,1,12,10,2015,18,19,[18],5
CBP 1-4 DA,1,12,10,2015,18,19,[18],6
CBP 1-4 DA,4,13,10,2015,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DA,4,13,10,2015,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DO,4,13,10,2015,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,13,10,2015,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DO,4,13,10,2015,15,19,"[15, 16, 17, 18]",4
CBP 2-6 DO,4,13,10,2015,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DA,3,13,10,2015,16,19,"[16, 17, 18]",1
CBP 1-4 DA,3,13,10,2015,16,19,"[16, 17, 18]",2
CBP 1-4 DA,3,13,10,2015,16,19,"[16, 17, 18]",3
CBP 1-4 DA,3,13,10,2015,16,19,"[16, 17, 18]",5
CBP 1-4 DO,3,13,10,2015,16,19,"[16, 17, 18]",1
CBP 1-4 DO,3,13,10,2015,16,19,"[16, 17, 18]",2
CBP 1-4 DO,3,13,10,2015,16,19,"[16, 17, 18]",3
CBP 1-4 DO,3,13,10,2015,16,19,"[16, 17, 18]",5
CBP 2-6 DA,3,13,10,2015,16,19,"[16, 17, 18]",1
CBP 2-6 DO,3,13,10,2015,16,19,"[16, 17, 18]",1
CBP 2-6 DO,3,13,10,2015,16,19,"[16, 17, 18]",2
CBP 2-6 DO,3,13,10,2015,16,19,"[16, 17, 18]",3
CBP 2-6 DO,3,13,10,2015,16,19,"[16, 17, 18]",5
CBP 1-4 DA,2,14,10,2015,17,19,"[17, 18]",1
CBP 1-4 DA,2,14,10,2015,17,19,"[17, 18]",2
CBP 1-4 DA,2,14,10,2015,17,19,"[17, 18]",3
CBP 1-4 DA,2,14,10,2015,17,19,"[17, 18]",4
CBP 1-4 DA,2,14,10,2015,17,19,"[17, 18]",5
CBP 1-4 DA,2,14,10,2015,17,19,"[17, 18]",6
CBP 1-4 DO,2,14,10,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,14,10,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,14,10,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,14,10,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,14,10,2015,17,19,"[17, 18]",5
CBP 1-4 DO,2,14,10,2015,17,19,"[17, 18]",6
CBP 2-6 DA,2,14,10,2015,17,19,"[17, 18]",1
CBP 2-6 DO,2,14,10,2015,17,19,"[17, 18]",1
CBP 2-6 DO,2,14,10,2015,17,19,"[17, 18]",2
CBP 2-6 DO,2,14,10,2015,17,19,"[17, 18]",3
CBP 2-6 DO,2,14,10,2015,17,19,"[17, 18]",4
CBP 2-6 DO,2,14,10,2015,17,19,"[17, 18]",5
CBP 2-6 DO,2,14,10,2015,17,19,"[17, 18]",6
CBP 1-4 DA,2,15,10,2015,17,19,"[17, 18]",1
CBP 1-4 DA,2,15,10,2015,17,19,"[17, 18]",4
CBP 1-4 DA,2,15,10,2015,17,19,"[17, 18]",6
CBP 1-4 DO,2,15,10,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,15,10,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,15,10,2015,17,19,"[17, 18]",6
CBP 2-6 DA,2,15,10,2015,17,19,"[17, 18]",1
CBP 2-6 DO,2,15,10,2015,17,19,"[17, 18]",1
CBP 2-6 DO,2,15,10,2015,17,19,"[17, 18]",4
CBP 2-6 DO,2,15,10,2015,17,19,"[17, 18]",6
CBP 1-4 DA,1,15,10,2015,18,19,[18],2
CBP 1-4 DA,1,15,10,2015,18,19,[18],3
CBP 1-4 DA,1,15,10,2015,18,19,[18],5
CBP 1-4 DO,1,15,10,2015,18,19,[18],2
CBP 1-4 DO,1,15,10,2015,18,19,[18],3
CBP 1-4 DO,1,15,10,2015,18,19,[18],5
CBP 1-4 DA,1,16,10,2015,18,19,[18],1
CBP 1-4 DA,1,16,10,2015,18,19,[18],2
CBP 1-4 DA,1,16,10,2015,18,19,[18],3
CBP 1-4 DA,1,16,10,2015,18,19,[18],4
CBP 1-4 DA,1,16,10,2015,18,19,[18],5
CBP 1-4 DA,1,16,10,2015,18,19,[18],6
CBP 1-4 DO,1,16,10,2015,18,19,[18],1
CBP 1-4 DO,1,16,10,2015,18,19,[18],2
CBP 1-4 DO,1,16,10,2015,18,19,[18],3
CBP 1-4 DO,1,16,10,2015,18,19,[18],4
CBP 1-4 DO,1,16,10,2015,18,19,[18],5
CBP 1-4 DO,1,16,10,2015,18,19,[18],6
CBP 1-4 DA,1,19,10,2015,18,19,[18],1
CBP 1-4 DA,1,19,10,2015,18,19,[18],2
CBP 1-4 DA,1,19,10,2015,18,19,[18],3
CBP 1-4 DA,1,19,10,2015,18,19,[18],4
CBP 1-4 DA,1,19,10,2015,18,19,[18],5
CBP 1-4 DA,1,19,10,2015,18,19,[18],6
CBP 1-4 DA,1,26,10,2015,18,19,[18],1
CBP 1-4 DA,1,26,10,2015,18,19,[18],2
CBP 1-4 DA,1,26,10,2015,18,19,[18],3
CBP 1-4 DA,1,26,10,2015,18,19,[18],4
CBP 1-4 DA,1,26,10,2015,18,19,[18],5
CBP 1-4 DA,1,26,10,2015,18,19,[18],6
CBP 1-4 DO,1,26,10,2015,18,19,[18],1
CBP 1-4 DO,1,26,10,2015,18,19,[18],2
CBP 1-4 DO,1,26,10,2015,18,19,[18],3
CBP 1-4 DO,1,26,10,2015,18,19,[18],4
CBP 1-4 DO,1,26,10,2015,18,19,[18],5
CBP 1-4 DO,1,26,10,2015,18,19,[18],6
CBP 1-4 DA,1,27,10,2015,18,19,[18],1
CBP 1-4 DA,1,27,10,2015,18,19,[18],2
CBP 1-4 DA,1,27,10,2015,18,19,[18],3
CBP 1-4 DA,1,27,10,2015,18,19,[18],4
CBP 1-4 DA,1,27,10,2015,18,19,[18],5
CBP 1-4 DA,1,27,10,2015,18,19,[18],6
CBP 1-4 DO,1,27,10,2015,18,19,[18],1
CBP 1-4 DO,1,27,10,2015,18,19,[18],2
CBP 1-4 DO,1,27,10,2015,18,19,[18],3
CBP 1-4 DO,1,27,10,2015,18,19,[18],4
CBP 1-4 DO,1,27,10,2015,18,19,[18],5
CBP 1-4 DO,1,27,10,2015,18,19,[18],6
CBP 1-4 DA,1,28,10,2015,18,19,[18],1
CBP 1-4 DA,1,28,10,2015,18,19,[18],2
CBP 1-4 DA,1,28,10,2015,18,19,[18],3
CBP 1-4 DA,1,28,10,2015,18,19,[18],4
CBP 1-4 DA,1,28,10,2015,18,19,[18],5
CBP 1-4 DA,1,28,10,2015,18,19,[18],6
CBP 1-4 DO,1,28,10,2015,18,19,[18],1
CBP 1-4 DO,1,28,10,2015,18,19,[18],2
CBP 1-4 DO,1,28,10,2015,18,19,[18],3
CBP 1-4 DO,1,28,10,2015,18,19,[18],4
CBP 1-4 DO,1,28,10,2015,18,19,[18],5
CBP 1-4 DO,1,28,10,2015,18,19,[18],6
CBP 1-4 DA,1,29,10,2015,18,19,[18],1
CBP 1-4 DA,1,29,10,2015,18,19,[18],4
CBP 1-4 DA,1,29,10,2015,18,19,[18],5
CBP 1-4 DA,1,29,10,2015,18,19,[18],6
CBP 1-4 DO,1,29,10,2015,18,19,[18],1
CBP 1-4 DO,1,29,10,2015,18,19,[18],4
CBP 1-4 DO,1,29,10,2015,18,19,[18],5
CBP 1-4 DO,1,29,10,2015,18,19,[18],6
CBP 1-4 DA,1,30,10,2015,18,19,[18],1
CBP 1-4 DA,1,30,10,2015,18,19,[18],2
CBP 1-4 DA,1,30,10,2015,18,19,[18],3
CBP 1-4 DA,1,30,10,2015,18,19,[18],4
CBP 1-4 DA,1,30,10,2015,18,19,[18],5
CBP 1-4 DA,1,30,10,2015,18,19,[18],6
CBP 1-4 DO,1,30,10,2015,18,19,[18],1
CBP 1-4 DO,1,30,10,2015,18,19,[18],2
CBP 1-4 DO,1,30,10,2015,18,19,[18],3
CBP 1-4 DO,1,30,10,2015,18,19,[18],4
CBP 1-4 DO,1,30,10,2015,18,19,[18],5
CBP 1-4 DO,1,30,10,2015,18,19,[18],6
CBP 1-4 DO,2,2,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,2,11,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,2,11,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,2,11,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,2,11,2015,17,19,"[17, 18]",5
CBP 1-4 DO,2,2,11,2015,17,19,"[17, 18]",6
CBP 1-4 DO,2,3,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,3,11,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,3,11,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,3,11,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,3,11,2015,17,19,"[17, 18]",5
CBP 1-4 DO,2,3,11,2015,17,19,"[17, 18]",6
CBP 2-6 DA,2,3,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,4,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,4,11,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,4,11,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,4,11,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,4,11,2015,17,19,"[17, 18]",5
CBP 1-4 DO,2,4,11,2015,17,19,"[17, 18]",6
CBP 2-6 DA,2,4,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,6,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,6,11,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,6,11,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,6,11,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,6,11,2015,17,19,"[17, 18]",5
CBP 1-4 DO,2,6,11,2015,17,19,"[17, 18]",6
CBP 2-6 DA,2,6,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,1,9,11,2015,17,18,[17],1
CBP 1-4 DO,1,9,11,2015,17,18,[17],2
CBP 1-4 DO,1,9,11,2015,17,18,[17],3
CBP 1-4 DO,2,9,11,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,9,11,2015,17,19,"[17, 18]",5
CBP 1-4 DO,2,9,11,2015,17,19,"[17, 18]",6
CBP 2-6 DA,2,9,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,10,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,10,11,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,10,11,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,10,11,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,10,11,2015,17,19,"[17, 18]",5
CBP 1-4 DO,2,10,11,2015,17,19,"[17, 18]",6
CBP 2-6 DA,2,10,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,12,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,12,11,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,12,11,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,12,11,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,12,11,2015,17,19,"[17, 18]",5
CBP 1-4 DO,2,12,11,2015,17,19,"[17, 18]",6
CBP 2-6 DA,2,12,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,1,13,11,2015,17,18,[17],1
CBP 1-4 DO,1,13,11,2015,17,18,[17],2
CBP 1-4 DO,1,13,11,2015,17,18,[17],3
CBP 1-4 DO,1,13,11,2015,17,18,[17],4
CBP 1-4 DO,1,13,11,2015,17,18,[17],5
CBP 1-4 DO,1,13,11,2015,17,18,[17],6
CBP 1-4 DO,1,16,11,2015,17,18,[17],4
CBP 1-4 DO,1,16,11,2015,17,18,[17],5
CBP 1-4 DO,1,16,11,2015,17,18,[17],6
CBP 2-6 DA,2,16,11,2015,17,19,"[17, 18]",1
CBP 1-4 DO,1,17,11,2015,17,18,[17],1
CBP 1-4 DO,1,17,11,2015,17,18,[17],2
CBP 1-4 DO,1,17,11,2015,17,18,[17],3
CBP 1-4 DO,1,17,11,2015,17,18,[17],4
CBP 1-4 DO,1,17,11,2015,17,18,[17],5
CBP 1-4 DO,1,17,11,2015,17,18,[17],6
CBP 1-4 DO,1,18,11,2015,17,18,[17],1
CBP 1-4 DO,1,18,11,2015,17,18,[17],2
CBP 1-4 DO,1,18,11,2015,17,18,[17],4
CBP 1-4 DO,1,18,11,2015,17,18,[17],6
CBP 1-4 DO,1,19,11,2015,17,18,[17],1
CBP 1-4 DO,1,19,11,2015,17,18,[17],2
CBP 1-4 DO,1,19,11,2015,17,18,[17],3
CBP 1-4 DO,1,19,11,2015,17,18,[17],4
CBP 1-4 DO,1,19,11,2015,17,18,[17],5
CBP 1-4 DO,1,19,11,2015,17,18,[17],6
CBP 1-4 DO,1,20,11,2015,17,18,[17],1
CBP 1-4 DO,1,20,11,2015,17,18,[17],2
CBP 1-4 DO,1,20,11,2015,17,18,[17],3
CBP 1-4 DO,1,20,11,2015,17,18,[17],4
CBP 1-4 DO,1,20,11,2015,17,18,[17],5
CBP 1-4 DO,1,20,11,2015,17,18,[17],6
CBP 1-4 DO,1,30,11,2015,17,18,[17],1
CBP 1-4 DO,1,30,11,2015,17,18,[17],2
CBP 1-4 DO,1,30,11,2015,17,18,[17],3
CBP 1-4 DO,1,30,11,2015,17,18,[17],5
CBP 1-4 DO,2,30,11,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,30,11,2015,17,19,"[17, 18]",6
CBP 1-4 DO,1,1,12,2015,17,18,[17],1
CBP 1-4 DO,1,1,12,2015,17,18,[17],2
CBP 1-4 DO,1,1,12,2015,17,18,[17],3
CBP 1-4 DO,1,1,12,2015,17,18,[17],4
CBP 1-4 DO,1,1,12,2015,17,18,[17],6
CBP 1-4 DO,2,16,12,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,16,12,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,16,12,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,16,12,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,16,12,2015,17,19,"[17, 18]",6
CBP 1-4 DO,2,17,12,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,17,12,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,17,12,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,17,12,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,17,12,2015,17,19,"[17, 18]",6
CBP 1-4 DO,2,29,12,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,29,12,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,29,12,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,29,12,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,29,12,2015,17,19,"[17, 18]",6
CBP 1-4 DO,2,30,12,2015,17,19,"[17, 18]",1
CBP 1-4 DO,2,30,12,2015,17,19,"[17, 18]",2
CBP 1-4 DO,2,30,12,2015,17,19,"[17, 18]",3
CBP 1-4 DO,2,30,12,2015,17,19,"[17, 18]",4
CBP 1-4 DO,2,30,12,2015,17,19,"[17, 18]",6
CBP 1-4 DO,2,6,1,2016,17,19,"[17, 18]",1
CBP 1-4 DO,2,6,1,2016,17,19,"[17, 18]",2
CBP 1-4 DO,2,6,1,2016,17,19,"[17, 18]",3
CBP 1-4 DO,2,6,1,2016,17,19,"[17, 18]",4
CBP 1-4 DO,2,6,1,2016,17,19,"[17, 18]",6
CBP 1-4 DO,2,7,1,2016,17,19,"[17, 18]",1
CBP 1-4 DO,2,7,1,2016,17,19,"[17, 18]",2
CBP 1-4 DO,2,7,1,2016,17,19,"[17, 18]",3
CBP 1-4 DO,2,7,1,2016,17,19,"[17, 18]",4
CBP 1-4 DO,2,7,1,2016,17,19,"[17, 18]",6
CBP 1-4 DO,2,8,1,2016,17,19,"[17, 18]",1
CBP 1-4 DO,2,8,1,2016,17,19,"[17, 18]",2
CBP 1-4 DO,2,8,1,2016,17,19,"[17, 18]",3
CBP 1-4 DO,2,8,1,2016,17,19,"[17, 18]",4
CBP 1-4 DO,2,8,1,2016,17,19,"[17, 18]",6
CBP 1-4 DO,2,11,1,2016,17,19,"[17, 18]",1
CBP 1-4 DO,2,11,1,2016,17,19,"[17, 18]",2
CBP 1-4 DO,2,11,1,2016,17,19,"[17, 18]",3
CBP 1-4 DO,2,11,1,2016,17,19,"[17, 18]",4
CBP 1-4 DO,2,11,1,2016,17,19,"[17, 18]",6
CBP 1-4 DO,2,12,1,2016,17,19,"[17, 18]",1
CBP 1-4 DO,2,12,1,2016,17,19,"[17, 18]",2
CBP 1-4 DO,2,12,1,2016,17,19,"[17, 18]",3
CBP 1-4 DO,2,12,1,2016,17,19,"[17, 18]",4
CBP 1-4 DO,2,12,1,2016,17,19,"[17, 18]",6
CBP 1-4 DO,1,13,1,2016,17,18,[17],1
CBP 1-4 DO,1,13,1,2016,17,18,[17],2
CBP 1-4 DO,1,13,1,2016,17,18,[17],3
CBP 1-4 DO,1,13,1,2016,17,18,[17],4
CBP 1-4 DO,1,13,1,2016,17,18,[17],6
CBP 1-4 DO,2,14,1,2016,17,19,"[17, 18]",1
CBP 1-4 DO,2,14,1,2016,17,19,"[17, 18]",2
CBP 1-4 DO,2,14,1,2016,17,19,"[17, 18]",3
CBP 1-4 DO,2,14,1,2016,17,19,"[17, 18]",4
CBP 1-4 DO,2,14,1,2016,17,19,"[17, 18]",6
CBP 1-4 DO,1,15,1,2016,17,18,[17],1
CBP 1-4 DO,1,15,1,2016,17,18,[17],2
CBP 1-4 DO,1,15,1,2016,17,18,[17],3
CBP 1-4 DO,1,15,1,2016,17,18,[17],4
CBP 1-4 DO,1,15,1,2016,17,18,[17],6
CBP 1-4 DO,1,20,1,2016,17,18,[17],1
CBP 1-4 DO,1,20,1,2016,17,18,[17],2
CBP 1-4 DO,1,20,1,2016,17,18,[17],3
CBP 1-4 DO,1,20,1,2016,17,18,[17],4
CBP 1-4 DO,1,20,1,2016,17,18,[17],6
CBP 1-4 DO,1,22,1,2016,17,18,[17],1
CBP 1-4 DO,1,22,1,2016,17,18,[17],2
CBP 1-4 DO,1,22,1,2016,17,18,[17],3
CBP 1-4 DO,1,22,1,2016,17,18,[17],4
CBP 1-4 DO,1,22,1,2016,17,18,[17],6
CBP 1-4 DO,1,25,1,2016,17,18,[17],1
CBP 1-4 DO,1,25,1,2016,17,18,[17],2
CBP 1-4 DO,1,25,1,2016,17,18,[17],3
CBP 1-4 DO,1,25,1,2016,17,18,[17],4
CBP 1-4 DO,1,25,1,2016,17,18,[17],6
CBP 1-4 DO,1,2,2,2016,18,19,[18],1
CBP 1-4 DO,1,2,2,2016,18,19,[18],2
CBP 1-4 DO,1,2,2,2016,18,19,[18],3
CBP 1-4 DO,1,2,2,2016,18,19,[18],4
CBP 1-4 DO,1,2,2,2016,18,19,[18],5
CBP 1-4 DO,1,2,2,2016,18,19,[18],6
CBP 1-4 DO,2,3,2,2016,17,19,"[17, 18]",6
CBP 1-4 DO,1,3,2,2016,18,19,[18],1
CBP 1-4 DO,1,3,2,2016,18,19,[18],2
CBP 1-4 DO,1,3,2,2016,18,19,[18],3
CBP 1-4 DO,1,3,2,2016,18,19,[18],4
CBP 1-4 DO,1,3,2,2016,18,19,[18],5
CBP 1-4 DO,1,4,2,2016,18,19,[18],6
CBP 1-4 DO,1,8,2,2016,18,19,[18],6
CBP 1-4 DO,1,9,2,2016,18,19,[18],6
CBP 1-4 DO,1,10,2,2016,18,19,[18],1
CBP 1-4 DO,1,10,2,2016,18,19,[18],2
CBP 1-4 DO,1,10,2,2016,18,19,[18],3
CBP 1-4 DO,1,10,2,2016,18,19,[18],4
CBP 1-4 DO,1,10,2,2016,18,19,[18],5
CBP 1-4 DO,1,10,2,2016,18,19,[18],6
CBP 1-4 DO,1,11,2,2016,18,19,[18],1
CBP 1-4 DO,1,11,2,2016,18,19,[18],2
CBP 1-4 DO,1,11,2,2016,18,19,[18],3
CBP 1-4 DO,1,11,2,2016,18,19,[18],6
CBP 1-4 DO,1,16,2,2016,18,19,[18],6
CBP 1-4 DO,1,22,2,2016,18,19,[18],1
CBP 1-4 DO,1,22,2,2016,18,19,[18],5
CBP 1-4 DO,1,22,2,2016,18,19,[18],6
CBP 1-4 DO,1,23,2,2016,18,19,[18],1
CBP 1-4 DO,1,23,2,2016,18,19,[18],2
CBP 1-4 DO,1,23,2,2016,18,19,[18],3
CBP 1-4 DO,1,23,2,2016,18,19,[18],4
CBP 1-4 DO,1,23,2,2016,18,19,[18],5
CBP 1-4 DO,1,23,2,2016,18,19,[18],6
CBP 1-4 DO,1,24,2,2016,18,19,[18],1
CBP 1-4 DO,1,24,2,2016,18,19,[18],2
CBP 1-4 DO,1,24,2,2016,18,19,[18],3
CBP 1-4 DO,1,24,2,2016,18,19,[18],4
CBP 1-4 DO,1,24,2,2016,18,19,[18],5
CBP 1-4 DO,1,24,2,2016,18,19,[18],6
CBP 1-4 DO,1,25,2,2016,18,19,[18],1
CBP 1-4 DO,1,25,2,2016,18,19,[18],2
CBP 1-4 DO,1,25,2,2016,18,19,[18],3
CBP 1-4 DO,1,25,2,2016,18,19,[18],4
CBP 1-4 DO,1,25,2,2016,18,19,[18],5
CBP 1-4 DO,1,25,2,2016,18,19,[18],6
CBP 1-4 DO,1,26,2,2016,18,19,[18],6
CBP 1-4 DO,2,29,2,2016,17,19,"[17, 18]",4
CBP 1-4 DO,2,29,2,2016,17,19,"[17, 18]",5
CBP 1-4 DO,1,29,2,2016,18,19,[18],1
CBP 1-4 DO,1,29,2,2016,18,19,[18],2
CBP 1-4 DO,1,29,2,2016,18,19,[18],3
CBP 1-4 DO,1,29,2,2016,18,19,[18],6
CBP 1-4 DO,1,1,4,2016,18,19,[18],1
CBP 1-4 DO,1,1,4,2016,18,19,[18],2
CBP 1-4 DO,1,1,4,2016,18,19,[18],3
CBP 1-4 DO,1,1,4,2016,18,19,[18],4
CBP 1-4 DO,1,1,4,2016,18,19,[18],5
CBP 1-4 DO,1,1,4,2016,18,19,[18],6
CBP 1-4 DO,1,6,4,2016,18,19,[18],1
CBP 1-4 DO,1,6,4,2016,18,19,[18],5
CBP 1-4 DO,1,6,4,2016,18,19,[18],6
CBP 1-4 DA,1,2,5,2016,18,19,[18],6
CBP 1-4 DA,1,12,5,2016,18,19,[18],6
CBP 1-4 DO,1,12,5,2016,18,19,[18],1
CBP 1-4 DO,1,12,5,2016,18,19,[18],2
CBP 1-4 DO,1,12,5,2016,18,19,[18],3
CBP 1-4 DO,1,12,5,2016,18,19,[18],6
CBP 1-4 DO,1,2,6,2016,18,19,[18],6
CBP 1-4 DA,4,3,6,2016,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DO,4,3,6,2016,15,19,"[15, 16, 17, 18]",6
CBP 2-6 DO,4,3,6,2016,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DA,3,3,6,2016,16,19,"[16, 17, 18]",1
CBP 1-4 DA,3,3,6,2016,16,19,"[16, 17, 18]",4
CBP 1-4 DO,3,3,6,2016,16,19,"[16, 17, 18]",1
CBP 1-4 DO,3,3,6,2016,16,19,"[16, 17, 18]",4
CBP 2-6 DO,3,3,6,2016,16,19,"[16, 17, 18]",1
CBP 2-6 DO,3,3,6,2016,16,19,"[16, 17, 18]",4
CBP 1-4 DA,2,3,6,2016,17,19,"[17, 18]",5
CBP 1-4 DO,2,3,6,2016,17,19,"[17, 18]",5
CBP 2-6 DO,2,3,6,2016,17,19,"[17, 18]",5
CBP 1-4 DA,1,3,6,2016,18,19,[18],2
CBP 1-4 DA,1,3,6,2016,18,19,[18],3
CBP 1-4 DO,1,3,6,2016,18,19,[18],2
CBP 1-4 DO,1,3,6,2016,18,19,[18],3
CBP 1-4 DO,1,6,6,2016,18,19,[18],1
CBP 1-4 DO,1,6,6,2016,18,19,[18],3
CBP 1-4 DO,1,6,6,2016,18,19,[18],5
CBP 1-4 DO,1,6,6,2016,18,19,[18],6
CBP 1-4 DA,1,8,6,2016,18,19,[18],1
CBP 1-4 DA,1,8,6,2016,18,19,[18],2
CBP 1-4 DA,1,8,6,2016,18,19,[18],3
CBP 1-4 DA,1,8,6,2016,18,19,[18],6
CBP 1-4 DO,1,8,6,2016,18,19,[18],1
CBP 1-4 DO,1,8,6,2016,18,19,[18],2
CBP 1-4 DO,1,8,6,2016,18,19,[18],3
CBP 1-4 DO,1,8,6,2016,18,19,[18],6
CBP 2-6 DO,6,20,6,2016,13,19,"[13, 14, 15, 16, 17, 18]",1
CBP 2-6 DO,6,20,6,2016,13,19,"[13, 14, 15, 16, 17, 18]",2
CBP 2-6 DO,6,20,6,2016,13,19,"[13, 14, 15, 16, 17, 18]",3
CBP 2-6 DO,6,20,6,2016,13,19,"[13, 14, 15, 16, 17, 18]",4
CBP 2-6 DO,6,20,6,2016,13,19,"[13, 14, 15, 16, 17, 18]",5
CBP 2-6 DO,6,20,6,2016,13,19,"[13, 14, 15, 16, 17, 18]",6
CBP 1-4 DA,4,20,6,2016,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DA,4,20,6,2016,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DA,4,20,6,2016,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DA,4,20,6,2016,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DA,4,20,6,2016,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DA,4,20,6,2016,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DO,4,20,6,2016,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DO,4,20,6,2016,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DO,4,20,6,2016,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DO,4,20,6,2016,15,19,"[15, 16, 17, 18]",4
CBP 1-4 DO,4,20,6,2016,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DO,4,20,6,2016,15,19,"[15, 16, 17, 18]",6
CBP 1-4 DA,4,21,6,2016,15,19,"[15, 16, 17, 18]",1
CBP 1-4 DA,4,21,6,2016,15,19,"[15, 16, 17, 18]",2
CBP 1-4 DA,4,21,6,2016,15,19,"[15, 16, 17, 18]",3
CBP 1-4 DA,4,21,6,2016,15,19,"[15, 16, 17, 18]",5
CBP 1-4 DA,4,21,6,2016,15,19,"[15, 16, 17, 18]",6
